cx,cy,trees,placements,treeBases,landMin,landMax,relief,maxTreeExtent
-17,-43,6,6,5,10304.0,11640.0,1336.0,1101.2
-17,-42,8,8,6,9112.0,10880.0,1768.0,1101.2
-17,-41,3,3,2,8600.0,9864.0,1264.0,1007.8
-17,-40,1,1,1,8384.0,9176.0,792.0,712.9
-17,-39,9,9,7,7920.0,8896.0,976.0,867.1
-17,-38,26,26,5,7720.0,8880.0,1160.0,867.1
-17,-37,26,29,5,7064.0,8824.0,1760.0,867.1
-17,-36,31,32,5,6000.0,7776.0,1776.0,867.1
-17,-35,18,20,5,5304.0,6408.0,1104.0,867.1
-17,-29,2,3,1,4144.0,4896.0,752.0,456.5
-17,-28,2,2,2,4160.0,4744.0,584.0,456.5
-17,-26,1,2,1,4032.0,4840.0,808.0,456.5
-17,-24,4,4,2,3976.0,5080.0,1104.0,456.5
-17,-23,3,3,1,3856.0,4768.0,912.0,456.5
-17,-22,6,7,2,3792.0,4640.0,848.0,456.5
-17,-21,3,3,2,3824.0,4288.0,464.0,456.5
-17,-20,7,7,3,3736.0,4376.0,640.0,743.6
-17,-19,12,12,3,3408.0,3992.0,584.0,867.1
-17,-18,23,23,7,3168.0,3752.0,584.0,867.1
-17,-17,36,37,13,2536.0,3424.0,888.0,1101.2
-17,-16,8,9,5,1848.0,3040.0,1192.0,867.1
-17,-15,20,24,10,1720.0,2944.0,1224.0,1007.8
-17,-14,43,44,15,1712.0,2696.0,984.0,1326.5
-17,-13,35,37,12,1928.0,3096.0,1168.0,1007.8
-17,-12,58,60,9,2240.0,3112.0,872.0,1326.5
-17,-11,75,75,8,2184.0,3248.0,1064.0,1101.2
-17,-10,49,67,8,2504.0,3328.0,824.0,1101.2
-17,-9,36,228,9,3016.0,3552.0,536.0,1326.5
-17,-8,29,164,7,3184.0,3720.0,536.0,1101.2
-17,-7,23,32,6,2400.0,3736.0,1336.0,1326.5
-17,-6,33,45,5,1984.0,3520.0,1536.0,1101.2
-17,-5,26,33,6,1664.0,2992.0,1328.0,1326.5
-17,-4,56,62,6,1712.0,2720.0,1008.0,1326.5
-17,-3,21,46,5,1712.0,2744.0,1032.0,1101.2
-17,-2,13,16,9,728.0,2528.0,1800.0,915.9
-17,-1,16,21,12,608.0,2600.0,1992.0,1101.2
-16,0,14,17,9,328.0,1688.0,1360.0,835.0
-16,1,16,20,7,1144.0,1960.0,816.0,915.9
-16,2,11,14,9,1128.0,2872.0,1744.0,835.0
-16,3,11,11,6,2040.0,3024.0,984.0,1007.8
-16,4,16,16,8,2672.0,3792.0,1120.0,915.9
-16,5,20,23,10,3048.0,4600.0,1552.0,1326.5
-16,6,20,20,10,4200.0,5096.0,896.0,915.9
-16,7,39,41,13,4656.0,5320.0,664.0,1326.5
-16,8,45,49,17,4808.0,5448.0,640.0,1183.3
-16,9,25,332,12,4520.0,5296.0,776.0,1007.8
-16,10,50,51,9,3640.0,4840.0,1200.0,915.9
-16,11,54,54,14,3880.0,4880.0,1000.0,1183.3
-16,12,43,46,10,4688.0,5136.0,448.0,1326.5
-16,13,52,52,13,4888.0,5488.0,600.0,1326.5
-16,14,52,54,14,4896.0,5880.0,984.0,1326.5
-16,15,16,17,5,5480.0,6224.0,744.0,915.9
-16,16,19,19,7,5656.0,6424.0,768.0,1326.5
-16,17,16,29,6,5680.0,6456.0,776.0,915.9
-16,18,10,33,6,6000.0,6504.0,504.0,1326.5
-16,19,62,65,12,6216.0,7664.0,1448.0,915.9
-16,20,48,49,10,7304.0,8168.0,864.0,1007.8
-16,21,46,50,10,6952.0,8224.0,1272.0,1007.8
-16,24,50,52,18,7024.0,8664.0,1640.0,1326.5
-16,25,35,37,13,8184.0,9928.0,1744.0,1007.8
-16,26,56,59,11,9256.0,10000.0,744.0,1101.2
-16,27,22,24,9,9424.0,10216.0,792.0,1101.2
-16,28,42,43,11,9536.0,10632.0,1096.0,915.9
-16,29,40,40,10,10096.0,11096.0,1000.0,915.9
-16,30,41,41,13,9736.0,11240.0,1504.0,915.9
-16,31,8,8,5,9568.0,11160.0,1592.0,915.9
-16,-43,6,6,5,8864.0,11200.0,2336.0,1007.8
-16,-42,8,8,7,9608.0,10912.0,1304.0,1101.2
-16,-41,5,5,4,8976.0,10096.0,1120.0,1007.8
-16,-40,15,15,5,8688.0,9832.0,1144.0,915.9
-16,-39,8,8,2,8040.0,9384.0,1344.0,915.9
-16,-38,26,27,6,7768.0,9360.0,1592.0,867.1
-16,-37,31,32,5,7056.0,9128.0,2072.0,867.1
-16,-36,18,20,5,6192.0,8152.0,1960.0,867.1
-16,-35,16,17,4,5040.0,6544.0,1504.0,867.1
-16,-28,5,5,2,4264.0,4624.0,360.0,456.5
-16,-27,1,1,1,4248.0,4712.0,464.0,456.5
-16,-26,1,2,1,4224.0,4576.0,352.0,456.5
-16,-23,22,22,2,3976.0,5080.0,1104.0,456.5
-16,-22,22,22,2,3872.0,4552.0,680.0,456.5
-16,-21,17,17,3,3984.0,4480.0,496.0,477.4
-16,-20,7,8,4,3832.0,4448.0,616.0,867.1
-16,-19,11,11,4,3512.0,4224.0,712.0,867.1
-16,-18,28,28,16,3312.0,3696.0,384.0,1101.2
-16,-17,47,47,15,2800.0,3496.0,696.0,1101.2
-16,-16,24,31,8,2712.0,3344.0,632.0,1007.8
-16,-15,38,41,15,2672.0,3320.0,648.0,1101.2
-16,-14,37,37,14,2384.0,3096.0,712.0,1007.8
-16,-13,40,44,13,2544.0,3200.0,656.0,1326.5
-16,-12,48,54,8,2304.0,3136.0,832.0,1101.2
-16,-11,20,22,6,2544.0,3208.0,664.0,1326.5
-16,-10,50,53,7,2560.0,3312.0,752.0,1101.2
-16,-9,42,48,7,2640.0,3688.0,1048.0,1101.2
-16,-8,67,68,8,3072.0,3736.0,664.0,1101.2
-16,-7,74,74,12,2040.0,3416.0,1376.0,1326.5
-16,-6,31,38,7,1408.0,2456.0,1048.0,1101.2
-16,-5,18,88,9,1216.0,1984.0,768.0,1326.5
-16,-4,38,40,6,1192.0,2464.0,1272.0,1326.5
-16,-3,53,54,6,1192.0,2608.0,1416.0,1326.5
-16,-2,42,42,15,400.0,1872.0,1472.0,1007.8
-16,-1,11,257,7,24.0,856.0,832.0,915.9
-15,0,14,14,7,288.0,1264.0,976.0,781.0
-15,1,38,39,14,584.0,1832.0,1248.0,1101.2
-15,2,20,26,11,888.0,2296.0,1408.0,1101.2
-15,3,11,14,8,1328.0,3072.0,1744.0,1183.3
-15,4,20,22,10,2680.0,4080.0,1400.0,915.9
-15,5,30,31,13,3792.0,4904.0,1112.0,1007.8
-15,6,16,22,6,4208.0,5240.0,1032.0,915.9
-15,7,22,28,13,4456.0,5576.0,1120.0,1326.5
-15,8,29,44,13,4576.0,5576.0,1000.0,1007.8
-15,9,36,40,16,4592.0,5328.0,736.0,1101.2
-15,10,26,34,14,4664.0,5152.0,488.0,1007.8
-15,11,26,27,14,4648.0,5024.0,376.0,1007.8
-15,12,31,32,14,4672.0,5184.0,512.0,1183.3
-15,13,48,50,17,4584.0,5224.0,640.0,1326.5
-15,14,73,73,15,4592.0,5496.0,904.0,1326.5
-15,15,27,29,7,5080.0,5880.0,800.0,1101.2
-15,16,5,9,4,5584.0,6256.0,672.0,1101.2
-15,18,5,49,2,5784.0,6328.0,544.0,915.9
-15,19,17,21,6,6208.0,7632.0,1424.0,915.9
-15,20,49,50,10,7080.0,8200.0,1120.0,1101.2
-15,21,34,38,9,7288.0,8280.0,992.0,1101.2
-15,22,44,44,13,6272.0,8312.0,2040.0,1007.8
-15,23,36,37,12,6024.0,7840.0,1816.0,1007.8
-15,24,86,87,16,7224.0,8944.0,1720.0,915.9
-15,25,49,50,15,8536.0,9824.0,1288.0,1007.8
-15,26,39,40,8,8712.0,9856.0,1144.0,915.9
-15,27,41,41,11,8792.0,10176.0,1384.0,1326.5
-15,28,36,36,12,9032.0,10296.0,1264.0,915.9
-15,29,20,20,9,9040.0,10248.0,1208.0,915.9
-15,30,14,14,9,9096.0,10096.0,1000.0,915.9
-15,31,40,40,12,9568.0,9960.0,392.0,915.9
-15,32,17,17,9,8624.0,9808.0,1184.0,915.9
-15,-42,3,3,3,8352.0,9840.0,1488.0,1101.2
-15,-41,9,9,4,8832.0,9816.0,984.0,1101.2
-15,-40,13,13,4,9272.0,9784.0,512.0,915.9
-15,-39,7,7,3,9080.0,9944.0,864.0,915.9
-15,-38,7,7,3,9112.0,10112.0,1000.0,915.9
-15,-37,13,14,5,8136.0,9584.0,1448.0,915.9
-15,-36,29,30,5,6424.0,8568.0,2144.0,867.1
-15,-35,20,20,4,5192.0,6824.0,1632.0,867.1
-15,-31,8,8,2,3592.0,4384.0,792.0,456.5
-15,-29,1,5,1,3392.0,4368.0,976.0,456.5
-15,-28,1,1,1,3584.0,4528.0,944.0,456.5
-15,-26,1,1,1,4048.0,4680.0,632.0,456.5
-15,-25,1,6,1,4136.0,4704.0,568.0,456.5
-15,-24,1,1,1,4496.0,5352.0,856.0,456.5
-15,-23,33,34,7,4288.0,5440.0,1152.0,645.1
-15,-22,21,22,2,4248.0,4728.0,480.0,456.5
-15,-21,9,10,5,3952.0,4704.0,752.0,867.1
-15,-20,22,22,4,3576.0,4160.0,584.0,867.1
-15,-19,27,27,5,3136.0,3976.0,840.0,867.1
-15,-18,21,22,13,2608.0,3656.0,1048.0,915.9
-15,-17,23,25,12,2600.0,3504.0,904.0,1007.8
-15,-16,20,25,10,2528.0,3336.0,808.0,1326.5
-15,-15,35,39,14,2736.0,3200.0,464.0,1326.5
-15,-14,42,52,11,2488.0,3048.0,560.0,1007.8
-15,-13,35,60,11,2440.0,3072.0,632.0,1101.2
-15,-12,38,40,8,2104.0,2872.0,768.0,1326.5
-15,-11,39,46,7,2056.0,2984.0,928.0,1101.2
-15,-10,44,83,7,1696.0,2920.0,1224.0,1101.2
-15,-9,35,39,8,1712.0,3408.0,1696.0,1101.2
-15,-8,40,40,8,1696.0,3728.0,2032.0,1326.5
-15,-7,32,33,6,1608.0,3072.0,1464.0,1326.5
-15,-6,18,28,8,976.0,2088.0,1112.0,1326.5
-15,-5,18,68,6,568.0,1432.0,864.0,915.9
-15,-4,11,27,6,64.0,1576.0,1512.0,1326.5
-15,-3,25,31,5,-320.0,1752.0,2072.0,1101.2
-15,-2,17,33,9,-320.0,1288.0,1608.0,1007.8
-15,-1,2,118,2,192.0,488.0,296.0,636.3
-14,0,1,3,1,-384.0,608.0,992.0,437.0
-14,1,13,13,11,-88.0,944.0,1032.0,915.9
-14,2,14,14,10,264.0,1408.0,1144.0,1007.8
-14,3,13,49,6,1096.0,2680.0,1584.0,915.9
-14,4,17,36,8,2312.0,3912.0,1600.0,1183.3
-14,5,39,40,11,3760.0,4912.0,1152.0,915.9
-14,6,38,58,12,4456.0,5448.0,992.0,1101.2
-14,7,34,38,12,4432.0,5536.0,1104.0,1183.3
-14,8,31,33,12,4424.0,5320.0,896.0,1007.8
-14,9,34,35,14,4592.0,5256.0,664.0,1183.3
-14,10,48,53,14,4776.0,5288.0,512.0,1007.8
-14,11,55,55,17,4696.0,5032.0,336.0,1183.3
-14,12,36,37,14,4616.0,5088.0,472.0,1101.2
-14,13,35,36,14,4480.0,4840.0,360.0,1183.3
-14,14,26,33,11,4512.0,5232.0,720.0,1101.2
-14,15,13,14,8,4992.0,5952.0,960.0,1007.8
-14,16,15,17,6,5784.0,6240.0,456.0,915.9
-14,17,1,20,1,5920.0,6224.0,304.0,566.2
-14,18,6,13,4,5968.0,6360.0,392.0,915.9
-14,19,23,25,5,6208.0,7144.0,936.0,915.9
-14,20,28,29,10,6832.0,7640.0,808.0,1007.8
-14,21,39,39,14,7504.0,8256.0,752.0,1183.3
-14,22,17,19,11,7432.0,9360.0,1928.0,1101.2
-14,23,20,23,8,7256.0,9272.0,2016.0,1007.8
-14,24,65,66,15,7840.0,8904.0,1064.0,1007.8
-14,25,52,52,13,8368.0,9016.0,648.0,1007.8
-14,26,45,45,9,8096.0,9104.0,1008.0,1007.8
-14,27,54,54,9,7392.0,9248.0,1856.0,915.9
-14,28,28,28,10,8200.0,9504.0,1304.0,915.9
-14,29,39,39,12,8848.0,9640.0,792.0,915.9
-14,30,27,27,11,8400.0,9792.0,1392.0,915.9
-14,31,33,33,11,8400.0,9816.0,1416.0,915.9
-14,32,19,19,10,8104.0,9744.0,1640.0,915.9
-14,-41,3,3,2,8824.0,11176.0,2352.0,1007.8
-14,-40,14,15,5,9576.0,11456.0,1880.0,915.9
-14,-39,8,8,4,9672.0,11184.0,1512.0,915.9
-14,-38,10,10,5,9584.0,10728.0,1144.0,915.9
-14,-37,12,12,6,8568.0,10480.0,1912.0,915.9
-14,-36,13,14,5,6792.0,9400.0,2608.0,867.1
-14,-35,16,17,5,5536.0,8272.0,2736.0,867.1
-14,-34,2,5,1,4640.0,6560.0,1920.0,456.5
-14,-32,2,5,2,3520.0,4480.0,960.0,456.5
-14,-31,4,4,2,3512.0,4000.0,488.0,456.5
-14,-30,1,57,1,3128.0,3952.0,824.0,456.5
-14,-29,1,1,1,3072.0,3992.0,920.0,456.5
-14,-28,3,4,2,3608.0,4544.0,936.0,456.5
-14,-24,4,8,2,3624.0,5360.0,1736.0,456.5
-14,-23,21,21,9,4480.0,5432.0,952.0,781.0
-14,-22,18,21,7,4400.0,5384.0,984.0,781.0
-14,-20,20,23,7,3248.0,4416.0,1168.0,867.1
-14,-19,46,48,10,2640.0,3664.0,1024.0,1101.2
-14,-18,64,67,15,2288.0,3272.0,984.0,1326.5
-14,-17,31,34,12,2208.0,2840.0,632.0,1007.8
-14,-16,34,34,12,2160.0,2816.0,656.0,1326.5
-14,-15,23,24,12,2392.0,2944.0,552.0,915.9
-14,-14,34,34,12,2128.0,3056.0,928.0,1101.2
-14,-13,46,46,15,2032.0,2744.0,712.0,1326.5
-14,-12,24,30,6,1464.0,2488.0,1024.0,915.9
-14,-11,22,24,7,840.0,2288.0,1448.0,915.9
-14,-10,30,33,9,592.0,2072.0,1480.0,1101.2
-14,-9,44,50,8,1680.0,2880.0,1200.0,1101.2
-14,-8,26,28,8,1160.0,2808.0,1648.0,1007.8
-14,-7,26,28,7,1032.0,1840.0,808.0,1101.2
-14,-6,4,21,4,848.0,1664.0,816.0,626.3
-14,-5,7,9,3,560.0,1920.0,1360.0,626.3
-14,-4,9,26,5,272.0,1984.0,1712.0,1101.2
-13,0,17,22,7,-360.0,920.0,1280.0,1326.5
-13,1,8,8,2,-264.0,920.0,1184.0,915.9
-13,2,12,13,9,-8.0,1096.0,1104.0,1101.2
-13,3,6,10,3,808.0,2536.0,1728.0,835.0
-13,4,21,27,9,2184.0,3760.0,1576.0,915.9
-13,5,17,17,9,3480.0,4920.0,1440.0,1326.5
-13,6,24,24,11,4464.0,5416.0,952.0,915.9
-13,7,44,46,12,4816.0,5552.0,736.0,915.9
-13,8,65,66,12,4760.0,5336.0,576.0,915.9
-13,9,42,44,13,4480.0,5136.0,656.0,915.9
-13,10,53,54,9,4448.0,5136.0,688.0,915.9
-13,11,17,25,11,4448.0,4896.0,448.0,1183.3
-13,12,16,18,10,4296.0,4744.0,448.0,1101.2
-13,13,27,30,11,4504.0,4848.0,344.0,915.9
-13,14,9,9,6,4608.0,5048.0,440.0,915.9
-13,15,23,25,13,4864.0,5792.0,928.0,1183.3
-13,16,38,39,12,5272.0,5976.0,704.0,1101.2
-13,17,9,14,7,5264.0,6032.0,768.0,915.9
-13,18,31,33,8,5392.0,6224.0,832.0,915.9
-13,19,29,32,4,5480.0,6920.0,1440.0,1007.8
-13,20,18,19,6,5976.0,7584.0,1608.0,915.9
-13,21,66,66,15,7016.0,8120.0,1104.0,1101.2
-13,22,48,50,13,7480.0,9288.0,1808.0,1326.5
-13,23,29,32,11,7992.0,9216.0,1224.0,1007.8
-13,24,20,22,10,7960.0,8752.0,792.0,915.9
-13,25,20,20,12,8008.0,8768.0,760.0,1326.5
-13,26,38,38,11,7536.0,8768.0,1232.0,915.9
-13,27,6,9,4,7304.0,8200.0,896.0,915.9
-13,28,34,34,8,7680.0,9416.0,1736.0,915.9
-13,29,35,35,11,7992.0,9416.0,1424.0,915.9
-13,31,22,22,10,7408.0,8896.0,1488.0,915.9
-13,32,3,3,3,6344.0,8880.0,2536.0,835.0
-13,-40,8,8,5,10144.0,11472.0,1328.0,915.9
-13,-39,6,6,3,10656.0,11736.0,1080.0,915.9
-13,-38,8,8,3,10464.0,11728.0,1264.0,915.9
-13,-37,11,11,5,9304.0,11104.0,1800.0,915.9
-13,-36,13,14,4,7744.0,9528.0,1784.0,867.1
-13,-35,11,12,4,5360.0,8216.0,2856.0,743.6
-13,-34,1,1,1,4200.0,6536.0,2336.0,456.5
-13,-33,15,16,8,3384.0,4872.0,1488.0,781.0
-13,-32,17,18,8,3272.0,3800.0,528.0,781.0
-13,-31,4,7,3,3112.0,3824.0,712.0,463.9
-13,-30,12,12,8,2752.0,3808.0,1056.0,781.0
-13,-29,16,16,7,2816.0,3992.0,1176.0,867.1
-13,-28,9,10,2,3224.0,4504.0,1280.0,456.5
-13,-27,6,8,2,3256.0,5232.0,1976.0,456.5
-13,-26,6,6,2,4552.0,5384.0,832.0,456.5
-13,-25,5,6,3,3792.0,5224.0,1432.0,463.9
-13,-24,9,12,7,3768.0,5424.0,1656.0,781.0
-13,-23,2,5,2,4000.0,5776.0,1776.0,636.3
-13,-22,3,6,3,3960.0,5568.0,1608.0,566.2
-13,-21,18,21,14,4176.0,5112.0,936.0,915.9
-13,-20,61,62,14,3200.0,4280.0,1080.0,1007.8
-13,-19,48,48,17,2392.0,3272.0,880.0,1326.5
-13,-18,51,51,13,2232.0,2736.0,504.0,1326.5
-13,-17,14,22,9,2088.0,2408.0,320.0,1326.5
-13,-16,26,26,8,2064.0,2592.0,528.0,915.9
-13,-15,36,36,7,2088.0,2944.0,856.0,915.9
-13,-14,50,51,14,1480.0,2760.0,1280.0,1007.8
-13,-13,48,48,15,1296.0,2560.0,1264.0,1101.2
-13,-12,9,12,4,784.0,2032.0,1248.0,915.9
-13,-11,16,16,6,648.0,1472.0,824.0,915.9
-13,-10,5,8,2,352.0,1688.0,1336.0,915.9
-13,-9,12,20,8,456.0,2296.0,1840.0,915.9
-13,-8,9,11,6,448.0,2120.0,1672.0,915.9
-13,-7,28,29,5,904.0,2104.0,1200.0,915.9
-13,-6,36,38,8,1232.0,2400.0,1168.0,1326.5
-13,-5,16,18,5,1368.0,2496.0,1128.0,915.9
-13,-4,47,51,12,1544.0,2552.0,1008.0,1326.5
-13,-3,38,42,9,560.0,2288.0,1728.0,1326.5
-13,-2,10,11,5,216.0,1520.0,1304.0,915.9
-13,-1,16,18,6,-288.0,1000.0,1288.0,915.9
-12,0,40,40,12,592.0,1512.0,920.0,1326.5
-12,1,9,37,3,-32.0,1320.0,1352.0,915.9
-12,2,11,50,7,-168.0,880.0,1048.0,915.9
-12,3,10,17,7,784.0,2696.0,1912.0,915.9
-12,4,19,100,8,2408.0,3824.0,1416.0,915.9
-12,5,11,12,9,3600.0,4696.0,1096.0,835.0
-12,7,5,5,4,4520.0,5216.0,696.0,1326.5
-12,8,42,46,15,4352.0,5072.0,720.0,1101.2
-12,9,37,44,13,4112.0,4832.0,720.0,1183.3
-12,10,51,51,13,3744.0,4512.0,768.0,915.9
-12,11,29,30,5,3864.0,4520.0,656.0,915.9
-12,12,55,55,7,3872.0,4520.0,648.0,915.9
-12,13,17,19,9,4136.0,4688.0,552.0,1326.5
-12,14,20,20,9,4416.0,4984.0,568.0,1101.2
-12,15,87,87,13,4864.0,5936.0,1072.0,1007.8
-12,16,49,50,14,4968.0,5728.0,760.0,1326.5
-12,17,17,17,10,4672.0,5416.0,744.0,915.9
-12,18,47,49,12,4464.0,5640.0,1176.0,915.9
-12,19,11,162,7,216.0,5976.0,5760.0,915.9
-12,21,31,87,9,288.0,7488.0,7200.0,1007.8
-12,22,38,39,14,7248.0,8096.0,848.0,1101.2
-12,23,28,30,13,7536.0,8312.0,776.0,1183.3
-12,24,21,21,10,7800.0,8232.0,432.0,1326.5
-12,25,30,30,12,7696.0,8200.0,504.0,915.9
-12,26,41,41,12,7488.0,8144.0,656.0,915.9
-12,27,14,14,3,7216.0,7808.0,592.0,915.9
-12,28,37,40,12,7264.0,8688.0,1424.0,915.9
-12,29,22,22,11,7664.0,8816.0,1152.0,915.9
-12,30,17,17,9,6920.0,7992.0,1072.0,915.9
-12,31,20,20,10,5984.0,7816.0,1832.0,915.9
-12,32,15,15,9,5384.0,7776.0,2392.0,915.9
-12,-40,5,5,2,9896.0,11368.0,1472.0,915.9
-12,-39,13,13,3,10616.0,11720.0,1104.0,915.9
-12,-38,5,5,2,10976.0,11704.0,728.0,915.9
-12,-37,9,10,5,9376.0,11304.0,1928.0,915.9
-12,-36,22,22,5,7976.0,10816.0,2840.0,867.1
-12,-35,17,18,5,5496.0,9400.0,3904.0,867.1
-12,-34,4,6,4,4176.0,7576.0,3400.0,581.9
-12,-33,20,22,8,3384.0,5216.0,1832.0,781.0
-12,-32,30,31,8,3384.0,4520.0,1136.0,781.0
-12,-31,22,22,9,3096.0,3808.0,712.0,781.0
-12,-30,15,16,9,2712.0,3192.0,480.0,781.0
-12,-29,30,31,13,2784.0,3472.0,688.0,915.9
-12,-28,25,26,13,3200.0,3560.0,360.0,915.9
-12,-27,5,6,2,3248.0,4600.0,1352.0,743.6
-12,-26,5,8,2,4064.0,5440.0,1376.0,456.5
-12,-25,7,9,5,3224.0,5448.0,2224.0,566.2
-12,-24,16,18,9,3176.0,4592.0,1416.0,1101.2
-12,-23,24,26,11,3688.0,5160.0,1472.0,915.9
-12,-22,26,27,13,3624.0,4656.0,1032.0,781.0
-12,-21,51,52,14,3128.0,4800.0,1672.0,915.9
-12,-20,37,38,10,2864.0,4288.0,1424.0,1101.2
-12,-19,42,136,17,2048.0,3216.0,1168.0,1101.2
-12,-18,61,94,17,1832.0,2456.0,624.0,1101.2
-12,-17,47,52,15,1752.0,2312.0,560.0,1183.3
-12,-16,48,48,16,1736.0,2600.0,864.0,1007.8
-12,-15,41,43,11,1776.0,2784.0,1008.0,915.9
-12,-14,53,53,14,1480.0,2448.0,968.0,1183.3
-12,-13,27,28,10,936.0,1856.0,920.0,915.9
-12,-12,14,14,8,800.0,1536.0,736.0,915.9
-12,-11,8,70,5,1232.0,1504.0,272.0,1007.8
-12,-10,24,24,3,848.0,1728.0,880.0,915.9
-12,-9,11,16,3,808.0,2112.0,1304.0,915.9
-12,-8,35,39,8,488.0,2328.0,1840.0,915.9
-12,-7,41,45,9,1136.0,2536.0,1400.0,1007.8
-12,-6,43,44,8,2104.0,2680.0,576.0,1007.8
-12,-5,21,109,12,1504.0,2608.0,1104.0,1101.2
-12,-4,60,60,14,2104.0,2584.0,480.0,1101.2
-12,-3,47,48,10,1520.0,2440.0,920.0,1101.2
-12,-2,29,33,11,720.0,2072.0,1352.0,1326.5
-12,-1,30,30,10,736.0,1608.0,872.0,915.9
-11,0,42,106,11,848.0,1544.0,696.0,1326.5
-11,2,12,17,7,-328.0,960.0,1288.0,915.9
-11,3,19,39,12,776.0,2456.0,1680.0,1007.8
-11,4,27,30,11,2008.0,3752.0,1744.0,1183.3
-11,5,7,7,6,2880.0,4488.0,1608.0,835.0
-11,6,1,2,1,3832.0,4840.0,1008.0,712.9
-11,7,19,19,11,4304.0,4888.0,584.0,915.9
-11,8,31,62,12,3608.0,4608.0,1000.0,915.9
-11,9,37,38,12,3344.0,4408.0,1064.0,915.9
-11,10,18,19,9,3336.0,4144.0,808.0,915.9
-11,11,17,19,7,3344.0,4152.0,808.0,915.9
-11,12,46,46,5,3736.0,4264.0,528.0,915.9
-11,13,14,14,8,3904.0,4528.0,624.0,915.9
-11,14,16,18,8,3848.0,4952.0,1104.0,915.9
-11,15,59,59,14,4216.0,5832.0,1616.0,1007.8
-11,16,70,75,14,4888.0,5704.0,816.0,1101.2
-11,17,21,21,11,4384.0,5112.0,728.0,1326.5
-11,18,59,86,11,4352.0,4704.0,352.0,915.9
-11,19,7,118,6,160.0,5256.0,5096.0,835.0
-11,20,24,237,12,152.0,6624.0,6472.0,1101.2
-11,21,39,83,12,240.0,7296.0,7056.0,1326.5
-11,22,40,72,8,7088.0,7864.0,776.0,915.9
-11,23,41,45,14,7576.0,8080.0,504.0,1326.5
-11,24,23,25,13,7752.0,8072.0,320.0,1007.8
-11,25,38,39,13,7584.0,8096.0,512.0,1183.3
-11,26,48,48,13,7016.0,7952.0,936.0,915.9
-11,27,42,42,12,6520.0,7624.0,1104.0,1183.3
-11,28,43,43,12,6760.0,7664.0,904.0,915.9
-11,29,22,22,12,6704.0,7840.0,1136.0,915.9
-11,30,48,48,12,6784.0,7760.0,976.0,915.9
-11,31,9,9,5,5288.0,6920.0,1632.0,915.9
-11,32,11,11,7,3864.0,6024.0,2160.0,915.9
-11,-37,17,17,5,10656.0,11368.0,712.0,915.9
-11,-36,7,7,4,8920.0,10864.0,1944.0,915.9
-11,-35,30,31,10,6744.0,9448.0,2704.0,915.9
-11,-34,7,8,5,5144.0,7744.0,2600.0,636.3
-11,-33,12,12,7,4376.0,5752.0,1376.0,915.9
-11,-32,13,14,10,3392.0,4560.0,1168.0,835.0
-11,-31,16,20,7,2992.0,3896.0,904.0,781.0
-11,-30,14,14,8,2552.0,3144.0,592.0,781.0
-11,-29,57,57,13,2568.0,3224.0,656.0,915.9
-11,-28,48,49,13,2608.0,3336.0,728.0,915.9
-11,-27,34,35,11,2672.0,4272.0,1600.0,867.1
-11,-26,11,12,7,3112.0,4424.0,1312.0,915.9
-11,-25,12,12,8,2688.0,4064.0,1376.0,915.9
-11,-24,26,27,12,2960.0,3696.0,736.0,915.9
-11,-23,39,41,17,2952.0,4440.0,1488.0,1326.5
-11,-22,33,34,10,2936.0,4040.0,1104.0,915.9
-11,-21,46,46,13,2696.0,3648.0,952.0,1326.5
-11,-20,51,51,16,2072.0,3312.0,1240.0,1007.8
-11,-19,27,79,13,1624.0,2864.0,1240.0,1101.2
-11,-18,25,26,12,1096.0,2064.0,968.0,1007.8
-11,-17,27,27,14,1104.0,1832.0,728.0,1007.8
-11,-16,29,29,12,1352.0,1960.0,608.0,1101.2
-11,-15,27,29,12,1760.0,2536.0,776.0,1326.5
-11,-14,30,30,7,1312.0,2536.0,1224.0,915.9
-11,-13,4,5,2,776.0,1672.0,896.0,915.9
-11,-12,29,29,7,1048.0,1728.0,680.0,1326.5
-11,-11,29,29,7,1304.0,2024.0,720.0,1101.2
-11,-10,28,28,5,1424.0,1952.0,528.0,915.9
-11,-9,14,17,6,1456.0,2112.0,656.0,915.9
-11,-8,29,31,8,1840.0,2536.0,696.0,1326.5
-11,-7,38,39,11,2320.0,2784.0,464.0,1326.5
-11,-6,63,64,14,2448.0,2848.0,400.0,1326.5
-11,-5,43,45,11,1672.0,2792.0,1120.0,1007.8
-11,-4,63,65,16,1616.0,2456.0,840.0,1326.5
-11,-3,31,31,9,1448.0,2336.0,888.0,1326.5
-11,-2,54,57,9,1184.0,2048.0,864.0,1326.5
-11,-1,49,50,15,1040.0,1760.0,720.0,915.9
-10,0,42,53,7,88.0,1536.0,1448.0,1326.5
-10,1,4,23,1,-272.0,944.0,1216.0,915.9
-10,2,6,7,6,-272.0,1280.0,1552.0,1326.5
-10,3,16,22,7,888.0,2056.0,1168.0,1007.8
-10,4,17,20,10,1920.0,2880.0,960.0,1007.8
-10,5,8,9,7,2776.0,3920.0,1144.0,1326.5
-10,6,1,11,1,3648.0,4536.0,888.0,915.9
-10,7,9,182,6,4208.0,4600.0,392.0,915.9
-10,8,3,97,2,3288.0,4528.0,1240.0,645.1
-10,10,6,146,6,2760.0,3544.0,784.0,915.9
-10,11,24,94,11,2968.0,3808.0,840.0,915.9
