# ref base type part cellX cellY x y z rx ry rz scale tris bminx bminy bminz bmaxx bmaxy bmaxz model
0x001CA010 0x00035E47 STAT -1 5 -11 23217.186 -42723.336 945.573 0.000000 0.000000 4.695377 1.0000 2 23231.006 -42851.047 945.573 23235.361 -42595.082 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA011 0x00030F06 STAT -1 5 -11 23217.186 -42723.336 705.573 0.000000 0.000000 4.695377 1.0000 40 23215.008 -42851.316 929.573 23258.014 -42594.695 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA012 0x000316BC STAT -1 5 -11 23215.014 -42595.359 705.573 0.000000 0.000000 3.124581 1.0000 48 23214.355 -42595.359 929.573 23253.664 -42556.707 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA013 0x000316BC STAT -1 5 -11 23215.014 -42595.359 705.573 0.000000 0.000000 1.553784 1.0000 48 23176.363 -42596.016 929.573 23215.014 -42556.707 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA014 0x00030F06 STAT -1 5 -11 23217.186 -42723.336 705.573 0.000000 0.000000 1.553784 1.0000 40 23176.357 -42851.977 929.573 23219.363 -42595.355 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA015 0x00030F06 STAT -1 5 -11 23218.275 -42787.324 698.261 0.000000 0.000000 4.695377 1.0300 40 23216.033 -42919.145 928.981 23260.328 -42654.824 964.001 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA016 0x00030F06 STAT -1 5 -11 23218.275 -42787.324 698.261 0.000000 0.000000 1.553784 1.0300 40 23176.223 -42919.824 928.981 23220.518 -42655.504 964.001 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA017 0x00035E47 STAT -1 5 -11 23218.275 -42787.324 945.573 0.000000 0.000000 4.695377 1.0300 2 23232.510 -42918.863 945.573 23236.996 -42655.223 1077.413 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA018 0x00035E47 STAT -1 5 -11 23218.275 -42787.324 945.573 0.000000 0.000000 1.553783 1.0300 2 23199.555 -42919.426 945.573 23204.041 -42655.785 1077.413 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA019 0x00035E47 STAT -1 5 -11 20714.637 -42829.926 945.573 0.000000 0.000000 4.695377 1.0300 2 20728.871 -42961.465 945.573 20733.357 -42697.824 1077.413 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA01A 0x00030F06 STAT -1 5 -11 20714.637 -42829.926 698.261 0.000000 0.000000 4.695377 1.0300 40 20712.395 -42961.746 928.981 20756.689 -42697.426 964.001 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA01B 0x00035E47 STAT -1 5 -11 20714.637 -42829.926 945.573 0.000000 0.000000 1.553783 1.0300 2 20695.916 -42962.027 945.573 20700.402 -42698.387 1077.413 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA01C 0x00030F06 STAT -1 5 -11 20714.637 -42829.926 698.261 0.000000 0.000000 1.553784 1.0300 40 20672.584 -42962.426 928.981 20716.879 -42698.105 964.001 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA01D 0x00030F06 STAT -1 5 -11 20713.547 -42765.938 705.573 0.000000 0.000000 1.553784 1.0000 40 20672.719 -42894.578 929.573 20715.725 -42637.957 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA01E 0x00035E47 STAT -1 5 -11 20713.547 -42765.938 945.573 0.000000 0.000000 1.553783 1.0000 2 20695.371 -42894.191 945.573 20699.727 -42638.227 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA01F 0x000316BC STAT -1 5 -11 20711.375 -42637.961 705.573 0.000000 0.000000 1.553784 1.0000 48 20672.725 -42638.617 929.573 20711.375 -42599.309 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA020 0x00030F06 STAT -1 5 -11 20713.547 -42765.938 705.573 0.000000 0.000000 4.695377 1.0000 40 20711.369 -42893.918 929.573 20754.375 -42637.297 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA021 0x00035E47 STAT -1 5 -11 20713.547 -42765.938 945.573 0.000000 0.000000 4.695377 1.0000 2 20727.367 -42893.648 945.573 20731.723 -42637.684 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA022 0x000316BC STAT -1 5 -11 20711.375 -42637.961 705.573 0.000000 0.000000 3.124581 1.0000 48 20710.717 -42637.961 929.573 20750.025 -42599.309 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA023 0x00030F06 STAT -1 5 -11 20715.590 -42885.918 705.573 0.000000 0.000000 4.695376 1.0000 40 20713.412 -43013.898 929.573 20756.418 -42757.277 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA024 0x000316BC STAT -1 5 -11 20717.762 -43013.898 705.573 0.000000 0.000000 4.695376 1.0000 48 20717.762 -43052.551 929.573 20756.412 -43013.242 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA025 0x00035E47 STAT -1 5 -11 20715.590 -42885.918 945.573 0.000000 0.000000 4.695375 1.0000 2 20729.410 -43013.629 945.573 20733.766 -42757.664 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA026 0x000316BC STAT -1 5 -11 20717.762 -43013.898 705.573 0.000000 0.000000 6.266174 1.0000 48 20679.111 -43052.551 929.573 20718.420 -43013.898 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Cor02.nif
0x001CA027 0x00030F06 STAT -1 5 -11 20715.590 -42885.918 705.573 0.000000 0.000000 1.553784 1.0000 40 20674.762 -43014.559 929.573 20717.768 -42757.938 963.573 Architecture\Buildings\DecoKit\DecoLobbyBTrim1x1Str01.nif
0x001CA028 0x00035E47 STAT -1 5 -11 20715.590 -42885.918 945.573 0.000000 0.000000 1.553784 1.0000 2 20697.414 -43014.172 945.573 20701.770 -42758.207 1073.573 Architecture\Buildings\DecoKit\DecoMainA1x1Wall01Half01.nif
0x001CA029 0x00075CA5 STAT -1 5 -11 21626.506 -42814.410 1081.573 -1.570823 1.553724 6.283159 1.0000 122 21368.357 -42946.762 1031.573 21628.691 -42686.430 1082.745 Architecture\Buildings\Metal\MetalRoofC1x1Mid01.nif
0x001CA02A 0x000305A8 STAT -1 5 -11 21078.695 -43711.973 668.252 0.000000 0.000000 3.124580 1.0000 972 21061.492 -43712.270 699.236 21095.678 -43679.039 795.314 SetDressing\Building\UrinalBroken01.nif
0x001CA02B 0x000305A8 STAT -1 5 -11 21143.127 -43709.965 645.209 0.000000 0.000000 3.124580 1.0000 972 21125.924 -43710.262 676.193 21160.109 -43677.031 772.271 SetDressing\Building\UrinalBroken01.nif
0x001CA02C 0x00080260 STAT -1 5 -11 20897.992 -43730.934 673.573 0.000000 0.000000 3.124580 0.9100 260 20879.814 -43716.477 673.573 20896.635 -43555.559 826.453 SetDressing\Building\Stalls\BRStallLeft01.nif
0x001CA02D 0x00080263 STAT -1 5 -11 23119.324 -43693.141 673.573 0.000000 0.000000 3.124580 0.9100 636 23101.146 -43678.645 673.573 23136.113 -43517.508 826.453 SetDressing\Building\Stalls\BRStallMid03.nif
0x001CA02E 0x0002CD29 STAT -1 5 -11 23059.557 -43631.570 673.573 0.000000 0.000000 3.124580 1.0000 598 23042.070 -43660.430 673.537 23112.596 -43585.410 720.854 SetDressing\Building\ToiletBroken02.nif
0x001CA02F 0x00080262 STAT -1 5 -11 23031.955 -43694.629 673.573 0.000000 0.000000 3.124580 0.9100 716 23013.777 -43680.133 673.573 23047.295 -43518.996 826.453 SetDressing\Building\Stalls\BRStallMid02.nif
0x001CA030 0x0008025B STAT -1 5 -11 22890.793 -43697.637 673.573 0.000000 0.000000 3.124580 0.9100 308 22887.813 -43683.059 673.573 22906.133 -43522.004 826.453 SetDressing\Building\Stalls\BRStallRight01.nif
0x001CA031 0x0002CD27 STAT -1 5 -11 22924.619 -43639.254 673.573 0.000000 0.000000 3.124580 1.0000 830 22901.982 -43669.855 673.573 22959.463 -43606.320 743.698 SetDressing\Building\ToiletBroken01.nif
0x001CA032 0x0019AC73 CONT -1 5 -11 22765.039 -43472.168 673.573 0.000000 0.000000 4.733186 1.0000 1006 22744.293 -43492.914 673.655 22785.785 -43451.422 748.948 SetDressing\HighTech\HighTechTrashcan01.nif
0x001CA033 0x00034A3E STAT -1 5 -11 22747.891 -43559.148 684.090 0.000000 0.000000 4.695376 1.0000 379 22747.494 -43581.984 715.512 22787.842 -43535.645 765.465 SetDressing\Building\SinkBroken02.nif
0x001CA035 0x0019AC73 CONT -1 5 -11 21249.430 -43491.914 673.828 0.000000 0.000000 0.849999 1.0000 1006 21232.963 -43508.254 673.910 21265.896 -43475.574 749.203 SetDressing\HighTech\HighTechTrashcan01.nif
0x001CA036 0x00034A3D STAT -1 5 -11 21281.961 -43596.637 677.569 0.000000 0.000000 1.553784 1.0000 633 21242.020 -43620.668 690.616 21283.859 -43573.438 760.131 SetDressing\Building\SinkBroken01.nif
0x001CA037 0x00091431 CONT -1 5 -11 21281.486 -43596.328 801.739 0.099986 0.001698 1.553869 1.0000 1848 21268.076 -43622.098 773.223 21281.676 -43570.223 829.896 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomMirror02.nif
0x001CA038 0x0009192B STAT -1 5 -11 20742.168 -43645.574 721.573 0.000000 0.000000 4.695376 1.0000 556 20741.805 -43657.730 707.909 20751.500 -43633.422 735.237 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomDispenser01.nif
0x001CA039 0x0009192D STAT -1 5 -11 21216.814 -43453.922 769.763 0.000000 0.000000 0.000000 1.0000 778 21196.143 -43470.531 752.341 21236.627 -43453.934 788.654 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomRadio01.nif
0x001CA03A 0x0009192D STAT -1 5 -11 21171.508 -43453.922 749.115 0.000000 0.000001 0.000000 1.0000 778 21150.836 -43470.531 731.693 21191.320 -43453.934 768.006 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomRadio01.nif
0x001CA03B 0x0009192B STAT -1 5 -11 23247.838 -43584.316 712.873 0.000000 0.000000 1.553783 1.0000 556 23238.506 -43596.469 699.209 23248.201 -43572.160 726.538 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomDispenser01.nif
0x001CA03C 0x0009192B STAT -1 5 -11 23032.018 -43570.867 731.464 3.141592 0.086988 4.708121 1.0000 556 23030.629 -43583.023 717.771 23041.240 -43558.711 745.094 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomDispenser01.nif
0x001CA03D 0x0009192B STAT -1 5 -11 23031.355 -43582.855 743.679 0.000000 -0.115520 1.582849 1.0000 556 23022.078 -43595.012 730.073 23033.215 -43570.703 757.392 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomDispenser01.nif
0x001CA03E 0x0009192D STAT -1 5 -11 22746.865 -43492.254 778.773 0.000000 0.000000 4.695376 1.0000 778 22746.594 -43512.883 761.352 22763.682 -43472.266 797.664 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomRadio01.nif
0x001CA03F 0x0009192D STAT -1 5 -11 22855.561 -43682.035 771.328 0.000000 0.000000 3.124581 1.0000 778 22835.572 -43682.309 753.906 22876.189 -43665.219 790.219 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomRadio01.nif
0x001CBAFF 0x0018C552 CONT -1 5 -11 22748.664 -43629.164 805.435 0.000000 0.000000 4.712389 1.0000 1848 22748.877 -43653.023 779.029 22762.461 -43604.773 831.591 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomMirror02.nif
0x001CBB00 0x00091431 CONT -1 5 -11 22748.664 -43559.684 807.632 0.000000 0.000000 4.712389 1.0000 1848 22748.877 -43583.543 781.226 22762.461 -43535.293 833.789 SetDressing\PlayerHouse_Ruin\PlayerHouse_Ruin_BathroomMirror02.nif
0x001CBB01 0x000D43F9 STAT -1 5 -11 22079.959 -42190.605 673.573 0.000000 0.000000 4.695376 1.0000 658 22042.621 -42227.945 673.573 22117.297 -42153.266 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001CBB02 0x000D43F9 STAT -1 5 -11 21823.996 -42194.961 673.573 0.000000 0.000000 4.695376 1.0000 658 21786.658 -42232.301 673.573 21861.334 -42157.621 1057.573 Interiors\Building\Deco\Med_WallKit\BldDecoMdWallPillarBg01.nif
0x001CBB03 0x00028718 STAT -1 5 -11 23371.070 -42832.734 657.573 0.000000 0.000000 0.000000 1.0000 129 23370.514 -43000.984 638.901 23538.570 -42832.070 657.573 Landscape\Sidewalks\SWCurb1x1Cor01.nif
0x001CBB04 0x0008B5F5 STAT -1 5 -11 23148.438 -42810.445 665.482 0.000000 0.000000 1.599201 1.0000 913 23068.982 -43074.547 650.622 23229.141 -42548.082 696.091 SetDressing\Rubble\TrashPileWall02.nif
0x001CBB05 0x0008A5D7 STAT -1 5 -11 23164.398 -43137.051 673.573 0.000000 0.000000 4.712389 1.0000 393 23092.211 -43234.426 672.626 23236.586 -43039.676 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001CBB06 0x0008A5E0 STAT -1 5 -11 23239.561 -43159.227 673.573 0.000000 0.000000 4.662388 1.0000 501 23187.408 -43278.797 669.374 23286.979 -43040.121 685.284 SetDressing\Rubble\TrashEdge02.nif
0x001CBB07 0x0008A5D7 STAT -1 5 -11 23192.838 -42562.660 673.573 0.000000 0.000000 4.712389 1.0000 393 23120.650 -42660.035 672.626 23265.025 -42465.285 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001CBB08 0x0008B5FD STAT -1 5 -11 23202.262 -42504.586 673.573 0.000000 0.000000 4.572387 1.0000 185 23149.357 -42623.754 672.177 23248.223 -42385.707 682.370 SetDressing\Rubble\TrashEdge03.nif
0x001CBB09 0x0008B618 STAT -1 5 -11 23128.834 -42771.168 673.573 0.000000 0.000000 4.832389 1.0000 225 23055.775 -42876.328 673.030 23205.418 -42673.789 682.620 SetDressing\Rubble\TrashEdge04.nif
0x001CBB0A 0x0008A5E0 STAT -1 5 -11 23136.299 -42655.258 673.573 0.000000 0.000000 4.902388 1.0000 501 23083.686 -42771.500 669.374 23193.477 -42537.574 685.284 SetDressing\Rubble\TrashEdge02.nif
0x001CBB0B 0x0008B5FD STAT -1 5 -11 23125.510 -42883.391 673.573 0.000000 0.000000 1.579201 1.0000 185 23076.855 -43002.781 672.177 23173.732 -42764.078 682.370 SetDressing\Rubble\TrashEdge03.nif
0x001CBB0C 0x0008B618 STAT -1 5 -11 23119.787 -43024.754 673.573 0.000000 0.000000 1.062384 1.0000 225 23036.178 -43119.773 673.030 23204.695 -42937.691 682.620 SetDressing\Rubble\TrashEdge04.nif
0x001CBB0D 0x00028718 STAT -1 5 -11 23283.355 -42850.230 675.694 0.039994 0.000680 6.266186 1.0000 129 23283.355 -43018.969 657.010 23450.869 -42846.961 680.891 Landscape\Sidewalks\SWCurb1x1Cor01.nif
0x001CBB0E 0x00028718 STAT -1 5 -11 23281.178 -42722.246 675.694 -0.019997 -0.000340 4.695380 1.0000 129 23277.695 -42722.246 657.026 23449.375 -42554.406 675.768 Landscape\Sidewalks\SWCurb1x1Cor01.nif
0x001CBB0F 0x0002FFE0 STAT -1 5 -11 23346.256 -42785.148 675.694 0.000000 0.000000 4.695377 1.0000 32 23281.176 -42850.227 657.709 23450.898 -42718.055 675.694 Landscape\Sidewalks\SWCurb1x1Str01.nif
0x001CBB10 0x00028718 STAT -1 5 -11 23270.533 -42090.266 670.406 0.080003 -0.000340 4.695380 0.8200 129 23267.678 -42091.098 644.167 23408.455 -41953.699 670.406 Landscape\Sidewalks\SWCurb1x1Cor01.nif
0x001CBB11 0x00028718 STAT -1 5 -11 23270.520 -42089.402 670.580 0.039994 0.000680 6.266186 0.8200 129 23270.520 -42227.770 655.260 23407.881 -42086.723 674.842 Landscape\Sidewalks\SWCurb1x1Cor01.nif
0x001CBB12 0x0002244E STAT -1 5 -11 23057.039 -42079.707 666.775 0.000000 0.000000 3.199998 1.0000 409 23053.303 -42159.313 633.056 23336.002 -41945.004 666.775 Landscape\Sidewalks\SWCurb2x1CurveR01.nif
0x001CBB13 0x0008A5D7 STAT -1 5 -11 23268.533 -42015.324 660.530 0.115910 -0.013406 4.712389 1.0000 393 23196.352 -42112.066 649.346 23340.715 -41918.594 671.613 SetDressing\Rubble\TrashEdge01.nif
0x001CBB14 0x0008B5FD STAT -1 5 -11 23299.576 -41985.098 658.288 0.107368 -0.026791 1.869202 1.0000 185 23237.420 -42099.152 645.168 23358.172 -41871.578 671.464 SetDressing\Rubble\TrashEdge03.nif
0x001CBB15 0x0008A5E0 STAT -1 5 -11 23159.246 -42080.254 665.688 0.018370 0.000727 3.142383 1.0000 501 23039.869 -42130.891 661.682 23278.615 -42032.004 677.464 SetDressing\Rubble\TrashEdge02.nif
0x001CBB16 0x0008B5F5 STAT -1 5 -11 22912.975 -42104.039 664.759 0.000000 0.000000 3.139997 1.0000 913 22650.043 -42179.398 649.899 23176.004 -42029.227 695.368 SetDressing\Rubble\TrashPileWall02.nif
0x001CBB17 0x0008A5D7 STAT -1 5 -11 23141.949 -42179.605 673.573 0.000000 0.000000 4.332387 1.0000 393 23058.348 -42269.316 672.626 23206.461 -42088.875 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001CBB18 0x0008A5E0 STAT -1 5 -11 23091.271 -42301.500 673.573 0.000000 0.000000 5.352387 1.0000 501 23011.625 -42400.898 669.374 23179.031 -42201.543 685.284 SetDressing\Rubble\TrashEdge02.nif
0x001CBB19 0x0008B5FD STAT -1 5 -11 22875.703 -42327.645 673.573 0.000000 0.000000 6.232388 1.0000 185 22756.133 -42375.051 672.177 22994.801 -42278.918 682.370 SetDressing\Rubble\TrashEdge03.nif
0x001CBB1A 0x0008B618 STAT -1 5 -11 22983.906 -42364.051 673.573 0.000000 0.000000 6.232388 1.0000 225 22879.963 -42435.457 673.030 23080.857 -42289.688 682.620 SetDressing\Rubble\TrashEdge04.nif
0x001CBB1B 0x0008A5D7 STAT -1 5 -11 22763.797 -42344.789 673.573 0.000000 0.000000 6.232388 1.0000 393 22667.225 -42416.195 672.626 22860.748 -42270.426 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001CBB1C 0x0008A5D7 STAT -1 5 -11 22654.641 -42304.168 673.573 0.000000 0.000000 3.782384 1.0000 393 22565.645 -42387.762 672.626 22740.680 -42218.320 682.370 SetDressing\Rubble\TrashEdge01.nif
0x001CBB1D 0x0008A5E0 STAT -1 5 -11 22539.859 -42218.102 673.573 0.000000 0.000000 3.172382 1.0000 501 22420.467 -42268.031 669.374 22658.965 -42168.305 685.284 SetDressing\Rubble\TrashEdge02.nif
0x001CBB1E 0x0008B5FD STAT -1 5 -11 23027.920 -42061.234 665.400 0.039448 0.000055 6.122389 1.0000 185 22908.980 -42106.770 662.589 23146.619 -42007.348 673.912 SetDressing\Rubble\TrashEdge03.nif
0x001CBB1F 0x0008B618 STAT -1 5 -11 22713.713 -42086.688 668.934 -0.004145 0.000360 2.832387 1.0000 225 22618.055 -42169.039 668.130 22810.102 -42010.578 677.982 SetDressing\Rubble\TrashEdge04.nif
0x001CBB20 0x0008B5FD STAT -1 5 -11 22900.111 -42086.539 666.391 0.039448 0.000055 3.222387 1.0000 185 22780.930 -42134.613 664.328 23018.541 -42034.320 675.420 SetDressing\Rubble\TrashEdge03.nif
0x001CBB21 0x0008B5FD STAT -1 5 -11 22690.426 -42148.410 673.573 0.000000 0.000000 3.012388 1.0000 185 22571.475 -42200.773 672.177 22809.693 -42102.254 682.370 SetDressing\Rubble\TrashEdge03.nif
0x001CBB22 0x000CE940 STAT -1 5 -11 23552.209 -42939.715 660.750 0.000000 0.000000 4.773177 1.0000 4810 23426.299 -43077.961 652.274 23590.643 -42797.262 931.750 SetDressing\JunkWalls\JunkWall01A.nif
0x001CBB23 0x000CE943 STAT -1 5 -11 23386.303 -43419.621 641.684 0.000000 0.000000 5.373178 1.0000 8178 23268.926 -43559.359 619.184 23479.129 -43291.352 904.934 SetDressing\JunkWalls\JunkWall03A.nif
0x001CBB24 0x000CF898 STAT -1 5 -11 23308.197 -42157.863 668.221 0.000000 0.000000 3.929573 1.0000 1408 23098.865 -42214.582 630.658 23503.461 -41950.598 929.471 SetDressing\JunkWalls\JunkWallCorner01A.nif
0x001CBB25 0x00032B2D STAT -1 5 -11 23118.947 -43007.383 1089.573 0.000000 0.000000 4.762389 1.0000 36 23236.395 -43141.820 1089.573 23257.180 -42885.738 1155.573 Architecture\Shacks\ShackWallHalfB01.nif
0x001CBB26 0x00029076 STAT -1 5 -11 23135.578 -42765.652 1088.748 0.000000 0.000000 4.682388 1.0000 843 23131.738 -42893.594 1074.748 23320.336 -42632.480 1299.748 Architecture\Shacks\ShackWallOuter03.nif
0x001CBB27 0x0005BAAB STAT -1 5 -11 23127.922 -42512.012 1088.748 0.000000 0.000000 4.682388 1.0000 733 23124.082 -42639.953 1074.748 23312.680 -42378.840 1299.748 Architecture\Shacks\ShackWallOuter05A.nif
0x001CBB28 0x00075806 STAT -1 5 -11 22533.318 -42030.875 753.573 0.000000 0.000000 0.000000 1.0000 248 22558.990 -42065.094 753.545 22683.443 -41996.656 877.885 Architecture\Shacks\ShackStairs02.nif
0x001CBB29 0x000EC531 STAT -1 5 -11 22501.732 -42055.418 881.573 0.000000 0.000000 0.000000 1.0000 624 22181.732 -42119.418 865.667 22565.732 -41991.418 1111.323 Architecture\Shacks\ShackBalconyStairs01.nif
0x001CBB2A 0x0005BAA8 STAT -1 5 -11 22501.732 -42055.418 881.573 0.000000 0.000000 3.124580 1.0000 80 22437.115 -41992.500 864.948 22564.162 -41984.410 951.885 Architecture\Shacks\ShackBalconyRailing04.nif
0x001CBB2B 0x000349F5 STAT -1 5 -11 22500.779 -41999.426 881.573 0.000000 0.000000 3.124580 1.0000 136 22461.699 -42007.055 655.573 22539.859 -41991.797 872.573 Architecture\Shacks\ShackBridgeFree01Support01.nif
0x001CBB2C 0x000349F5 STAT -1 5 -11 22502.686 -42111.410 881.573 0.000000 0.000000 3.124580 1.0000 136 22463.605 -42119.039 655.573 22541.766 -42103.781 872.573 Architecture\Shacks\ShackBridgeFree01Support01.nif
0x001CBB2D 0x0005BAA9 STAT -1 5 -11 22725.699 -42051.605 761.573 0.000000 0.000000 0.000000 1.0000 152 22661.699 -42115.730 747.573 22789.699 -41987.605 762.393 Architecture\Shacks\ShackBalconyFloor05.nif
0x001CBB2E 0x00075806 STAT -1 5 -11 22712.424 -42211.855 633.573 0.000000 0.000000 1.553784 1.0000 248 22678.646 -42362.289 633.545 22747.629 -42237.066 757.885 Architecture\Shacks\ShackStairs02.nif
0x001CBB2F 0x00033794 STAT -1 5 -11 22727.877 -42179.586 761.573 0.000000 0.000000 0.000000 1.0000 154 22661.502 -42243.586 747.573 22795.439 -42115.586 761.573 Architecture\Shacks\ShackBalconyFloor03.nif
0x001CBB30 0x00043346 STAT -1 5 -11 22726.789 -42115.598 761.573 0.000000 0.000000 4.695376 1.0000 632 22783.813 -42240.668 743.182 22825.350 -41987.926 843.760 Architecture\Shacks\ShackBalconyRailingDbl01.nif
0x001CBB31 0x000349F5 STAT -1 5 -11 22725.154 -42019.609 761.573 0.000000 0.000000 3.124580 1.0000 136 22686.074 -42027.238 535.573 22764.234 -42011.980 752.573 Architecture\Shacks\ShackBridgeFree01Support01.nif
0x001CBB32 0x000349F5 STAT -1 5 -11 22727.061 -42131.594 761.573 0.000000 0.000000 3.124580 1.0000 136 22687.980 -42139.223 535.573 22766.141 -42123.965 752.573 Architecture\Shacks\ShackBridgeFree01Support01.nif
0x001CBB33 0x0005BAA9 STAT -1 5 -11 22117.652 -42053.949 1105.573 0.000000 0.000000 0.000000 1.0000 152 22053.652 -42118.074 1091.573 22181.652 -41989.949 1106.393 Architecture\Shacks\ShackBalconyFloor05.nif
0x001CBB34 0x00043346 STAT -1 5 -11 22085.656 -42054.496 1105.573 0.000000 0.000000 3.124580 1.0000 632 21957.984 -41997.473 1087.182 22210.727 -41955.934 1187.760 Architecture\Shacks\ShackBalconyRailingDbl01.nif
0x001CBB35 0x00033795 STAT -1 5 -11 21989.670 -42056.129 1105.573 0.000000 0.000000 0.000000 1.0000 156 21912.232 -42122.754 1091.573 22064.295 -41987.941 1108.200 Architecture\Shacks\ShackBalconyFloor04.nif
0x001CBB36 0x00062315 STAT -1 5 -11 22161.494 -42148.215 1101.225 -0.139449 0.002553 4.943902 1.0000 139 22095.877 -42246.320 1087.536 22221.543 -42092.156 1110.638 Architecture\Shacks\Shack_Single_Plywood01_Brkn.nif
0x001CBB37 0x00062317 STAT -1 5 -11 22114.199 -42185.633 1099.220 -0.099458 0.001691 4.733984 1.0000 12 22066.416 -42277.918 1090.100 22161.979 -42093.488 1109.765 Architecture\Shacks\Shack_Single_Plywood02.nif
0x001CBB38 0x00062318 STAT -1 5 -11 22006.658 -42160.105 1096.737 -0.198872 0.002791 3.150310 1.0000 139 21939.682 -42206.129 1087.659 22098.646 -42114.586 1107.275 Architecture\Shacks\Shack_Single_Plywood02_Brkn.nif
0x001CBB39 0x001AE17A STAT -1 5 -11 23065.326 -42261.859 1233.573 0.000000 0.000000 4.695376 1.0000 3142 22872.666 -42411.445 1080.823 23279.977 -42104.016 1322.385 SetDressing\Workshop\Safety\GuardTower01.nif
0x001CBB3A 0x0003A461 STAT -1 5 -11 22231.133 -42140.031 1105.573 0.000000 0.000000 1.553784 1.0000 174 22218.234 -42179.891 960.073 22242.016 -41941.957 1095.573 Architecture\Shacks\ShackMidFreeSupports02.nif
0x001CBB3B 0x0003A45D STAT -1 5 -11 21975.170 -42144.387 1105.573 0.000000 0.000000 1.553784 1.0000 100 21963.982 -42161.984 974.948 21986.322 -41946.313 1095.573 Architecture\Shacks\ShackMidFreeSupports01.nif
0x001CBB3C 0x000CE940 STAT -1 5 -11 22951.164 -42135.781 1089.573 0.000000 0.000000 3.124580 1.0000 4810 22808.426 -42253.746 1081.096 23089.803 -42103.324 1360.573 SetDressing\JunkWalls\JunkWall01A.nif
0x001CBB3D 0x00029076 STAT -1 5 -11 22703.064 -42132.004 1105.573 0.000000 0.000000 3.111592 1.0000 843 22569.891 -42135.844 1091.573 22831.008 -41947.246 1316.573 Architecture\Shacks\ShackWallOuter03.nif
0x001CBB3E 0x00028BAC STAT -1 5 -11 22823.047 -42129.965 1105.573 0.000000 0.000000 4.682389 1.0000 1310 22814.738 -42129.906 1091.573 23002.611 -41961.191 1322.948 Architecture\Shacks\ShackWallOuterCrnOut01A.nif
0x001CBB3F 0x0003A461 STAT -1 5 -11 22655.070 -42132.820 1105.573 0.000000 0.000000 1.553784 1.0000 174 22642.172 -42172.680 960.073 22665.953 -41934.746 1095.573 Architecture\Shacks\ShackMidFreeSupports02.nif
0x001CBB40 0x0003A45D STAT -1 5 -11 22919.033 -42128.328 1105.573 0.000000 0.000000 1.553784 1.0000 100 22907.846 -42145.926 974.948 22930.186 -41930.254 1095.573 Architecture\Shacks\ShackMidFreeSupports01.nif
