x,y,lum,meanSat,lumStd,msnRelief,texturedCells
48,-80,60.76,0.2203,5.59,19.99,0
48,-76,74.21,0.2209,6.82,27.62,0
48,-72,64.42,0.2716,4.70,38.36,0
48,-68,55.99,0.2668,6.30,37.88,0
48,-64,56.81,0.1892,6.86,35.16,0
48,-60,56.44,0.1757,6.59,28.16,0
48,-56,58.28,0.2109,5.73,26.93,0
48,-52,60.14,0.2191,3.34,14.63,0
48,-48,66.62,0.1720,3.61,2.85,0
48,-44,65.69,0.1771,2.48,3.59,0
48,-40,67.69,0.1845,2.54,3.22,0
48,-36,67.78,0.1894,2.90,3.23,0
48,-32,68.23,0.1782,3.21,3.41,0
48,-28,70.99,0.1672,2.78,3.02,0
48,-24,63.32,0.1833,3.15,3.42,0
48,-20,66.73,0.1881,4.56,2.87,0
48,-16,67.09,0.1814,3.21,3.36,0
48,-12,63.53,0.1749,2.65,3.23,0
48,-8,68.31,0.1795,3.42,2.90,0
48,-4,66.27,0.1692,3.52,3.10,0
48,0,67.40,0.1775,3.22,3.18,0
48,4,66.82,0.1826,3.39,3.06,0
48,8,68.16,0.1958,2.53,3.01,0
48,12,65.90,0.1845,2.79,3.28,0
48,16,65.93,0.1810,2.89,3.38,0
48,20,68.57,0.1961,2.21,3.01,0
48,24,63.15,0.2036,3.28,2.76,0
48,28,66.85,0.1850,2.76,3.22,0
48,32,66.93,0.1863,2.96,4.63,0
48,36,67.70,0.2042,2.37,3.30,0
48,40,66.44,0.1891,2.49,3.35,0
48,44,65.89,0.1750,2.87,3.65,0
48,48,66.36,0.1741,3.28,3.63,0
48,52,65.68,0.1756,2.98,3.45,0
48,56,68.04,0.1756,3.71,2.86,0
48,60,67.30,0.1755,3.57,2.57,0
48,64,67.08,0.1754,2.98,3.33,0
48,68,66.44,0.1773,3.64,3.22,0
48,72,69.28,0.1730,4.01,3.39,0
48,76,67.39,0.1734,3.94,3.17,0
48,80,67.84,0.1785,2.91,3.21,0
48,84,64.98,0.1653,2.78,3.11,0
48,88,68.59,0.1837,2.96,3.40,0
48,92,66.10,0.1776,3.15,4.44,0
52,-96,65.49,0.1663,3.25,3.55,0
52,-92,65.08,0.1676,3.19,3.18,0
52,-88,66.69,0.1968,2.69,3.05,0
52,-84,63.27,0.1837,3.42,2.99,0
52,-80,61.80,0.2002,4.34,18.67,0
52,-76,73.85,0.2413,5.91,28.54,0
52,-72,63.09,0.2587,6.04,33.01,0
52,-68,65.21,0.2107,8.03,30.97,0
52,-64,51.22,0.2065,6.40,26.11,0
52,-60,52.14,0.2255,4.28,4.80,0
52,-56,57.85,0.2468,2.75,2.80,0
52,-52,63.05,0.2067,3.91,3.18,0
52,-48,67.54,0.1843,2.99,3.36,0
52,-44,67.17,0.1877,2.86,3.05,0
52,-40,68.26,0.1739,4.02,2.91,0
52,-36,69.17,0.1881,3.22,3.17,0
52,-32,67.47,0.1903,2.70,3.61,0
52,-28,67.69,0.1772,3.30,3.35,0
52,-24,64.09,0.1758,2.86,3.36,0
52,-20,68.94,0.1782,3.88,2.91,0
52,-16,69.61,0.1718,3.04,3.24,0
52,-12,67.21,0.1860,2.97,3.50,0
52,-8,66.32,0.1749,3.36,3.22,0
52,-4,68.20,0.1728,3.49,3.17,0
52,0,66.40,0.1793,2.81,3.26,0
52,4,67.02,0.1799,3.01,3.26,0
52,8,66.08,0.1787,3.17,3.33,0
52,12,67.27,0.1734,3.58,3.14,0
52,16,67.90,0.1875,2.64,3.13,0
52,20,71.23,0.1595,2.37,3.30,0
52,24,65.21,0.1692,3.45,3.23,0
52,28,63.64,0.1847,3.52,2.85,0
52,32,65.10,0.1783,3.42,2.95,0
52,36,67.66,0.2058,3.17,2.93,0
52,40,63.61,0.1623,2.13,3.15,0
52,44,66.93,0.1731,3.46,3.07,0
52,48,70.82,0.1662,2.01,2.94,0
52,52,66.36,0.1744,3.30,2.80,0
52,56,71.33,0.1695,2.86,2.99,0
52,60,68.24,0.1914,2.39,2.90,0
52,64,68.59,0.1809,2.76,3.29,0
52,68,70.00,0.1838,2.87,3.14,0
52,72,66.20,0.1835,2.98,3.04,0
52,76,69.24,0.1748,3.25,3.41,0
52,80,67.67,0.1900,2.41,3.30,0
52,84,65.13,0.1834,3.68,2.85,0
52,88,64.39,0.1668,3.14,3.02,0
52,92,66.64,0.1717,4.36,4.32,0
56,-96,65.03,0.1686,3.27,3.94,0
56,-92,65.46,0.1850,2.83,2.69,0
56,-88,66.71,0.1926,3.38,3.09,0
56,-84,67.02,0.1889,3.13,3.12,0
56,-80,68.39,0.1909,4.31,17.51,0
56,-76,82.85,0.2220,4.84,27.66,0
56,-72,68.64,0.2420,6.90,31.69,0
56,-68,57.08,0.2258,7.80,31.85,0
56,-64,52.79,0.2698,4.09,2.95,0
56,-60,57.56,0.2512,4.27,3.00,0
56,-56,60.10,0.2287,2.66,3.16,0
56,-52,66.69,0.1882,3.48,3.01,0
56,-48,70.59,0.1722,2.64,3.28,0
56,-44,67.02,0.1827,3.40,3.19,0
56,-40,65.35,0.1736,2.54,3.08,0
56,-36,64.21,0.1690,2.43,3.19,0
56,-32,64.25,0.1854,3.08,2.81,0
56,-28,68.84,0.1900,3.04,3.18,0
56,-24,67.68,0.1839,2.92,3.38,0
56,-20,69.19,0.1747,3.12,3.02,0
56,-16,66.22,0.1746,3.18,3.45,0
56,-12,65.24,0.1694,3.22,3.20,0
56,-8,65.27,0.1713,3.36,3.18,0
56,-4,63.60,0.1752,2.25,2.92,0
56,0,66.64,0.1693,4.43,3.29,0
56,4,71.57,0.1664,2.37,3.25,0
56,8,67.43,0.1685,4.51,3.25,0
56,12,68.39,0.1961,2.67,3.30,0
56,16,67.55,0.1829,2.79,3.05,0
56,20,68.54,0.1720,3.47,3.55,0
56,24,68.24,0.1745,3.14,3.19,0
56,28,66.50,0.1765,3.37,3.47,0
56,32,64.34,0.1819,3.12,3.54,0
56,36,67.54,0.1937,3.36,3.16,0
56,40,64.57,0.1785,2.69,3.52,0
56,44,65.60,0.1729,2.92,2.95,0
56,48,66.83,0.1820,3.28,2.86,0
56,52,63.95,0.1659,1.71,3.44,0
56,56,66.75,0.1789,3.46,3.57,0
56,60,66.25,0.1819,3.30,3.02,0
56,64,63.82,0.1601,1.91,3.12,0
56,68,66.69,0.1795,2.91,2.86,0
56,72,65.79,0.1782,3.25,3.46,0
56,76,66.39,0.1800,3.21,3.30,0
56,80,71.19,0.1786,3.14,3.60,0
56,84,68.47,0.1980,2.83,3.10,0
56,88,67.16,0.1785,3.45,3.19,0
56,92,65.56,0.1732,3.71,3.73,0
60,-96,64.22,0.1890,3.64,3.95,0
60,-92,68.44,0.1802,2.79,3.01,0
60,-88,68.41,0.1810,3.02,3.49,0
60,-84,65.65,0.1785,2.90,3.15,0
60,-80,64.58,0.1616,4.64,15.03,0
60,-76,82.09,0.2051,5.49,24.90,0
60,-72,80.49,0.2159,5.73,29.45,0
60,-68,62.04,0.2190,9.50,23.92,0
60,-64,60.99,0.2182,3.50,3.11,0
60,-60,68.09,0.1775,3.37,3.21,0
60,-56,65.25,0.1794,2.82,3.19,0
60,-52,66.25,0.1792,2.82,3.20,0
60,-48,66.65,0.1882,2.82,3.16,0
60,-44,64.40,0.1643,2.68,3.23,0
60,-40,67.70,0.1757,3.63,3.13,0
60,-36,66.84,0.1796,3.50,3.28,0
60,-32,64.09,0.1831,6.00,3.36,0
60,-28,66.82,0.1881,3.51,3.62,0
60,-24,68.63,0.1905,3.01,3.22,0
60,-20,67.55,0.1820,2.91,2.90,0
60,-16,65.29,0.1824,2.93,3.49,0
60,-12,64.96,0.1762,2.82,2.86,0
60,-8,71.33,0.1639,2.61,3.16,0
60,-4,66.96,0.1764,3.39,2.86,0
60,0,65.26,0.1720,3.36,3.27,0
60,4,68.40,0.1767,3.33,3.20,0
60,8,66.28,0.1823,2.82,3.11,0
60,12,65.76,0.1772,3.41,3.10,0
60,16,65.61,0.1880,3.54,2.87,0
60,20,63.74,0.1938,3.12,3.29,0
60,24,66.83,0.1796,3.65,3.48,0
60,28,66.37,0.1815,3.61,3.04,0
60,32,62.91,0.1785,2.46,3.24,0
60,36,67.20,0.1975,2.95,3.27,0
60,40,69.07,0.1840,3.48,3.48,0
60,44,67.62,0.1644,3.60,3.03,0
60,48,66.48,0.1791,2.88,3.14,0
60,52,68.29,0.1901,3.42,3.14,0
60,56,63.70,0.1788,2.83,2.77,0
60,60,64.03,0.1818,3.02,3.42,0
60,64,66.66,0.1826,3.80,3.04,0
60,68,66.67,0.1789,3.07,3.07,0
60,72,66.66,0.1893,2.48,3.13,0
60,76,68.71,0.1808,3.36,3.41,0
60,80,66.80,0.1823,3.21,3.32,0
60,84,70.55,0.1840,2.50,3.17,0
60,88,65.73,0.1708,3.68,3.34,0
60,92,66.26,0.1846,3.03,4.02,0
64,-96,65.85,0.1823,3.00,3.92,0
64,-92,67.56,0.1823,3.66,3.38,0
64,-88,67.13,0.1761,3.61,3.27,0
64,-84,66.96,0.1810,3.57,2.79,0
64,-80,66.38,0.1843,4.13,14.78,0
64,-76,81.50,0.1861,5.62,26.64,0
64,-72,80.21,0.1920,6.80,18.29,0
64,-68,64.51,0.2055,5.00,13.47,0
64,-64,65.80,0.1777,3.80,3.09,0
64,-60,70.45,0.1517,2.85,3.46,0
64,-56,67.61,0.1761,3.24,3.74,0
64,-52,69.01,0.1729,2.86,3.36,0
64,-48,66.87,0.1947,2.24,3.25,0
64,-44,69.34,0.1771,2.81,3.01,0
64,-40,67.52,0.1726,3.69,2.83,0
64,-36,67.08,0.1872,2.94,3.59,0
64,-32,66.92,0.1773,3.75,3.13,0
64,-28,68.85,0.1866,3.01,3.06,0
64,-24,67.78,0.1855,2.77,2.90,0
64,-20,64.73,0.1688,3.24,3.54,0
64,-16,65.72,0.1794,2.89,3.29,0
64,-12,68.38,0.1884,2.79,3.52,0
64,-8,66.61,0.1704,3.83,3.22,0
64,-4,67.01,0.1772,3.77,2.89,0
64,0,67.33,0.1755,3.54,3.50,0
64,4,63.93,0.1601,2.01,3.31,0
64,8,68.73,0.1848,2.76,2.96,0
64,12,67.06,0.1793,3.66,3.27,0
64,16,66.02,0.1786,3.76,3.42,0
64,20,67.73,0.1867,2.91,2.96,0
64,24,65.16,0.1721,3.15,3.33,0
64,28,64.99,0.1889,3.54,3.21,0
64,32,64.91,0.1965,3.02,3.42,0
64,36,65.95,0.1827,2.90,3.02,0
64,40,66.90,0.1811,3.07,2.80,0
64,44,67.72,0.1773,3.92,3.44,0
64,48,67.32,0.1777,3.05,3.44,0
64,52,69.71,0.1820,2.46,3.00,0
64,56,65.61,0.1975,3.63,3.33,0
64,60,66.30,0.1795,3.21,3.26,0
64,64,68.00,0.1783,2.91,3.02,0
64,68,66.50,0.1783,3.03,3.07,0
64,72,67.67,0.1856,3.04,3.03,0
64,76,67.71,0.1818,3.80,3.45,0
64,80,65.15,0.1707,2.74,3.22,0
64,84,70.74,0.1744,2.51,3.15,0
64,88,65.48,0.1801,2.38,3.38,0
64,92,66.54,0.1881,3.11,4.40,0
68,-96,68.30,0.1807,2.90,4.03,0
68,-92,70.73,0.1757,3.30,3.48,0
68,-88,66.62,0.1929,3.22,3.18,0
68,-84,64.30,0.1679,3.38,3.32,0
68,-80,66.55,0.1638,4.42,13.94,0
68,-76,82.44,0.1870,5.34,16.35,0
68,-72,74.38,0.1754,8.75,20.78,0
68,-68,70.53,0.1676,3.00,9.15,0
68,-64,68.69,0.1659,3.09,2.99,0
68,-60,66.42,0.1833,2.62,3.10,0
68,-56,67.89,0.1871,3.16,2.94,0
68,-52,65.98,0.1928,1.96,3.23,0
68,-48,66.90,0.1813,3.44,3.36,0
68,-44,70.64,0.1805,2.78,3.39,0
68,-40,70.16,0.1762,3.83,3.25,0
68,-36,69.32,0.1774,3.18,3.38,0
68,-32,65.95,0.1810,2.87,3.51,0
68,-28,64.12,0.1703,1.45,3.09,0
68,-24,66.40,0.1798,2.88,2.98,0
68,-20,67.70,0.1853,3.02,3.22,0
68,-16,66.71,0.1802,3.31,3.10,0
68,-12,67.70,0.1934,2.55,2.91,0
68,-8,65.24,0.1774,2.35,3.06,0
68,-4,65.82,0.1709,3.13,3.17,0
68,0,66.44,0.1725,3.19,3.41,0
68,4,65.49,0.1790,2.69,3.30,0
68,8,66.97,0.1769,3.17,3.54,0
68,12,64.91,0.1767,2.78,3.26,0
68,16,69.26,0.1683,3.19,2.89,0
68,20,66.86,0.1699,3.26,3.02,0
68,24,63.21,0.1662,2.64,2.95,0
68,28,63.75,0.1915,3.01,3.21,0
68,32,65.01,0.1911,3.24,3.26,0
68,36,66.91,0.1903,2.92,3.43,0
68,40,65.13,0.1806,2.60,3.72,0
68,44,70.80,0.1758,3.29,2.96,0
68,48,69.68,0.1685,3.57,3.29,0
68,52,68.81,0.1815,3.18,3.24,0
68,56,68.27,0.1783,3.37,3.35,0
68,60,68.56,0.1841,3.30,3.36,0
68,64,67.56,0.1809,2.82,3.10,0
68,68,64.01,0.1759,2.39,3.04,0
68,72,68.01,0.1940,2.55,2.96,0
68,76,69.69,0.1764,3.26,3.10,0
68,80,69.40,0.1665,3.27,3.23,0
68,84,66.80,0.1782,3.29,2.89,0
68,88,67.50,0.1797,3.65,3.16,0
68,92,64.91,0.1817,3.04,4.07,0
72,-96,64.43,0.1863,2.84,3.64,0
72,-92,65.37,0.1872,3.12,3.29,0
72,-88,67.67,0.1839,2.98,3.10,0
72,-84,69.23,0.1760,2.97,3.00,0
72,-80,68.83,0.1737,4.14,10.89,0
72,-76,77.25,0.1789,5.63,17.24,0
72,-72,72.29,0.1824,6.49,16.97,0
72,-68,66.68,0.1786,4.32,5.11,0
72,-64,66.72,0.1836,2.84,3.25,0
72,-60,67.11,0.1774,3.41,3.16,0
72,-56,69.52,0.1899,2.46,2.64,0
72,-52,65.82,0.1984,3.64,3.30,0
72,-48,63.86,0.1822,2.51,3.21,0
72,-44,66.81,0.1821,3.35,2.94,0
72,-40,66.64,0.1740,3.48,3.08,0
72,-36,69.26,0.1808,2.91,3.28,0
72,-32,69.47,0.1841,3.17,3.03,0
72,-28,68.12,0.1797,3.37,2.93,0
72,-24,66.01,0.1880,3.25,3.09,0
72,-20,62.93,0.1593,1.62,3.07,0
72,-16,65.49,0.1738,2.83,3.26,0
72,-12,65.60,0.1763,2.90,2.74,0
72,-8,64.44,0.1734,2.35,2.59,0
72,-4,68.23,0.1777,3.14,3.17,0
72,0,69.84,0.1775,3.21,3.29,0
72,4,66.99,0.1837,3.26,3.19,0
72,8,66.02,0.1779,3.12,3.45,0
72,12,68.28,0.1782,2.83,3.33,0
72,16,65.02,0.1726,2.73,3.36,0
72,20,66.11,0.1849,3.24,3.27,0
72,24,64.38,0.1910,3.01,2.83,0
72,28,65.43,0.1904,3.34,2.96,0
72,32,65.67,0.1798,3.09,2.95,0
72,36,69.92,0.1898,2.42,2.97,0
72,40,68.64,0.1700,3.75,2.99,0
72,44,67.29,0.1845,2.84,3.34,0
72,48,68.09,0.1942,2.93,3.32,0
72,52,64.36,0.1757,2.50,3.03,0
72,56,65.85,0.1730,3.71,3.35,0
72,60,67.56,0.1841,3.29,3.18,0
72,64,67.70,0.1822,3.37,2.73,0
72,68,63.79,0.1696,2.64,3.48,0
72,72,65.55,0.1744,2.55,2.87,0
72,76,65.02,0.1785,2.71,3.36,0
72,80,66.97,0.1745,3.34,3.05,0
72,84,65.15,0.1811,2.39,3.07,0
72,88,69.61,0.1846,2.94,2.81,0
72,92,65.13,0.1903,2.83,4.14,0
76,-96,65.91,0.1964,4.04,3.21,0
76,-92,65.78,0.1783,3.26,2.98,0
76,-88,66.28,0.1798,3.30,3.37,0
76,-84,66.73,0.1825,2.97,3.38,0
76,-80,66.98,0.1778,3.76,5.10,0
76,-76,65.54,0.1705,3.37,12.34,0
76,-72,70.18,0.1713,4.10,11.78,0
76,-68,64.72,0.1803,2.39,3.26,0
76,-64,64.99,0.1645,3.10,3.17,0
76,-60,66.77,0.1806,2.95,3.15,0
76,-56,66.03,0.1791,2.98,3.11,0
76,-52,64.29,0.1779,2.63,3.28,0
76,-48,66.44,0.1806,3.27,3.19,0
76,-44,65.95,0.1755,2.69,2.62,0
76,-40,69.51,0.1678,3.47,3.27,0
76,-36,65.74,0.1873,2.63,3.29,0
76,-32,66.68,0.1775,3.71,3.47,0
76,-28,67.63,0.1764,3.18,3.32,0
76,-24,64.07,0.1660,2.75,3.47,0
76,-20,67.56,0.1660,3.54,3.34,0
76,-16,67.96,0.1792,3.11,3.72,0
76,-12,68.63,0.1694,3.70,2.81,0
76,-8,68.39,0.1769,3.14,3.39,0
76,-4,68.45,0.1915,2.55,3.22,0
76,0,66.40,0.1787,3.51,3.18,0
76,4,65.03,0.1798,2.59,2.89,0
76,8,66.78,0.1797,3.50,3.41,0
76,12,67.95,0.1854,2.50,3.27,0
76,16,66.45,0.1833,3.01,3.12,0
76,20,68.87,0.2024,2.42,2.34,0
76,24,64.08,0.1791,2.97,3.03,0
76,28,65.47,0.1841,3.20,3.19,0
76,32,68.44,0.1879,3.26,3.68,0
76,36,64.80,0.1744,3.43,3.23,0
76,40,66.27,0.1732,3.30,3.12,0
76,44,66.44,0.1739,2.82,3.14,0
76,48,66.26,0.1921,3.28,3.48,0
76,52,62.94,0.1671,1.87,3.58,0
76,56,66.54,0.1777,3.17,3.31,0
76,60,66.94,0.1765,3.78,3.35,0
76,64,67.01,0.1801,4.40,3.55,0
76,68,64.64,0.1710,2.16,3.14,0
76,72,67.84,0.1829,2.70,3.32,0
76,76,67.86,0.1720,3.30,3.44,0
76,80,66.02,0.1880,2.17,3.41,0
76,84,67.07,0.1787,3.34,3.35,0
76,88,68.89,0.1766,3.45,3.30,0
76,92,66.71,0.1901,3.64,4.03,0
80,-96,67.06,0.1780,3.19,3.94,0
80,-92,66.70,0.1854,2.70,3.14,0
80,-88,67.71,0.1807,3.45,3.33,0
80,-84,66.00,0.1719,3.15,3.01,0
80,-80,65.67,0.1805,2.57,3.27,0
80,-76,68.47,0.1889,3.03,2.87,0
80,-72,65.96,0.1783,3.08,3.41,0
80,-68,68.12,0.1808,2.93,3.33,0
80,-64,64.59,0.1766,2.56,3.56,0
80,-60,68.66,0.1932,2.75,3.27,0
80,-56,65.69,0.1756,3.49,3.15,0
80,-52,66.81,0.1862,3.14,3.10,0
80,-48,66.18,0.1895,3.15,2.97,0
80,-44,68.13,0.1710,3.25,2.95,0
80,-40,66.75,0.1887,2.42,2.51,0
80,-36,67.96,0.1802,3.84,3.10,0
80,-32,68.74,0.1861,3.09,3.29,0
80,-28,66.44,0.1795,2.99,3.23,0
80,-24,65.50,0.1734,2.85,3.51,0
80,-20,67.08,0.1901,2.28,3.41,0
80,-16,68.34,0.1861,3.29,3.16,0
80,-12,68.83,0.1833,3.58,3.25,0
80,-8,68.21,0.1807,2.84,3.24,0
80,-4,66.89,0.1743,3.58,3.81,0
80,0,65.70,0.1744,2.97,2.97,0
80,4,68.71,0.1799,3.96,3.02,0
80,8,65.25,0.1885,2.97,3.06,0
80,12,67.04,0.1764,2.62,3.16,0
80,16,67.29,0.1762,3.45,3.04,0
80,20,68.42,0.1722,3.16,2.82,0
80,24,63.14,0.1883,2.87,2.63,0
80,28,65.35,0.1797,3.59,2.67,0
80,32,68.81,0.1838,3.50,3.08,0
80,36,64.50,0.1688,2.71,3.00,0
80,40,67.97,0.1885,3.06,2.99,0
80,44,68.98,0.1663,3.49,3.02,0
80,48,69.34,0.1755,3.53,3.17,0
80,52,64.72,0.1694,2.98,3.55,0
80,56,65.52,0.1814,2.78,2.94,0
80,60,69.17,0.1858,2.61,3.41,0
80,64,69.32,0.1783,3.61,3.30,0
80,68,67.24,0.1773,3.06,2.95,0
80,72,67.66,0.1870,2.79,3.00,0
80,76,66.76,0.1854,2.82,2.60,0
80,80,68.13,0.1831,2.76,3.43,0
80,84,68.98,0.1835,2.59,3.33,0
80,88,66.49,0.1773,3.15,3.15,0
80,92,66.64,0.1862,2.94,4.11,0
84,-96,63.21,0.1649,2.78,4.24,0
84,-92,65.71,0.1798,2.93,2.83,0
84,-88,68.74,0.1837,2.59,2.99,0
84,-84,68.15,0.1823,3.08,3.20,0
84,-80,67.87,0.1784,3.63,3.08,0
84,-76,70.63,0.1808,2.65,3.23,0
84,-72,66.86,0.1829,3.09,3.27,0
84,-68,69.26,0.1814,2.87,3.16,0
84,-64,65.09,0.1763,2.49,3.11,0
84,-60,67.49,0.1759,3.87,2.81,0
84,-56,66.17,0.1807,3.59,3.61,0
84,-52,69.09,0.1834,2.99,3.37,0
84,-48,69.60,0.1796,2.85,2.95,0
84,-44,67.45,0.1649,3.43,3.38,0
84,-40,66.58,0.1811,2.67,3.18,0
84,-36,67.24,0.1731,3.73,3.03,0
84,-32,69.25,0.1819,3.02,2.98,0
84,-28,65.57,0.1826,2.44,3.19,0
84,-24,64.18,0.1708,2.73,2.89,0
84,-20,66.80,0.1915,2.65,3.71,0
84,-16,66.64,0.1816,2.93,3.47,0
84,-12,65.36,0.1765,2.89,3.15,0
84,-8,67.76,0.1737,4.35,3.23,0
84,-4,67.95,0.1870,3.29,3.36,0
84,0,68.44,0.1826,2.64,3.02,0
84,4,66.91,0.1702,3.77,2.89,0
84,8,66.71,0.1770,3.43,3.56,0
84,12,68.76,0.1834,3.09,3.51,0
84,16,69.92,0.1697,3.04,2.97,0
84,20,68.11,0.1769,3.26,3.21,0
84,24,63.26,0.1841,2.86,3.19,0
84,28,64.38,0.1910,3.48,2.90,0
84,32,65.01,0.1685,2.86,3.70,0
84,36,66.23,0.1653,3.42,3.28,0
84,40,67.55,0.1768,3.28,3.00,0
84,44,66.86,0.1675,3.66,3.00,0
84,48,68.68,0.1747,3.59,3.11,0
84,52,65.75,0.1808,2.76,3.20,0
84,56,69.43,0.1936,2.70,3.13,0
84,60,69.73,0.1737,3.49,3.02,0
84,64,68.97,0.1844,3.61,3.43,0
84,68,69.46,0.1753,2.63,3.36,0
84,72,69.91,0.1724,2.69,3.17,0
84,76,68.31,0.1882,3.21,3.05,0
84,80,67.00,0.1776,3.25,3.63,0
84,84,65.49,0.1753,2.78,3.89,0
84,88,69.05,0.1774,3.12,3.28,0
84,92,65.28,0.1783,2.71,4.09,0
88,-96,65.68,0.1895,3.02,3.76,0
88,-92,64.98,0.1746,2.36,3.11,0
88,-88,65.07,0.1764,2.41,3.00,0
88,-84,66.77,0.1630,3.47,3.02,0
88,-80,66.24,0.1733,3.27,3.15,0
88,-76,68.17,0.1900,2.50,3.19,0
88,-72,67.83,0.1848,3.37,3.10,0
88,-68,66.82,0.1925,2.61,3.21,0
88,-64,70.59,0.1631,2.50,3.10,0
88,-60,68.92,0.1748,3.28,3.35,0
88,-56,67.03,0.1803,3.20,3.16,0
88,-52,65.20,0.1753,2.72,3.18,0
88,-48,68.34,0.1834,2.51,3.31,0
88,-44,67.67,0.1809,3.02,3.70,0
88,-40,67.49,0.1736,3.65,3.53,0
88,-36,69.71,0.1680,2.64,3.25,0
88,-32,67.11,0.1783,3.47,3.42,0
88,-28,68.94,0.1894,2.88,3.33,0
88,-24,65.27,0.1835,2.41,3.01,0
88,-20,67.05,0.1740,3.56,3.30,0
88,-16,66.36,0.1711,3.63,3.22,0
88,-12,68.63,0.1717,3.34,3.17,0
88,-8,67.50,0.1769,3.52,3.31,0
88,-4,67.89,0.1824,2.75,3.27,0
88,0,66.18,0.1775,2.48,3.52,0
88,4,64.98,0.1810,2.48,3.38,0
88,8,66.49,0.1770,3.25,3.28,0
88,12,65.36,0.1750,3.01,3.15,0
88,16,65.65,0.1853,3.10,2.89,0
88,20,69.84,0.1820,2.18,3.41,0
88,24,68.96,0.1834,3.12,3.45,0
88,28,68.08,0.1690,3.38,3.51,0
88,32,67.31,0.1777,2.82,3.33,0
88,36,64.41,0.1722,2.10,3.27,0
88,40,63.63,0.1586,2.05,3.53,0
88,44,69.98,0.1707,3.25,3.39,0
88,48,66.64,0.1683,3.54,3.00,0
88,52,66.25,0.1802,3.29,3.05,0
88,56,68.11,0.1905,3.23,3.34,0
88,60,66.43,0.1759,3.43,3.25,0
88,64,68.10,0.1714,3.72,3.58,0
88,68,67.38,0.1894,2.81,3.44,0
88,72,65.61,0.1783,2.98,3.54,0
88,76,66.15,0.1826,3.28,3.12,0
88,80,71.60,0.1652,2.78,2.96,0
88,84,68.06,0.1832,3.66,3.33,0
88,88,68.39,0.1779,4.06,3.36,0
88,92,68.24,0.1870,2.83,4.44,0
92,-96,65.57,0.1918,2.97,3.93,0
92,-92,67.30,0.1837,2.51,3.07,0
92,-88,65.64,0.1795,3.59,3.54,0
92,-84,65.43,0.1826,2.39,4.00,0
92,-80,66.85,0.1857,2.51,3.12,0
92,-76,66.56,0.1826,2.90,3.50,0
92,-72,67.59,0.1880,3.57,3.48,0
92,-68,65.05,0.1791,3.60,3.68,0
92,-64,66.70,0.1831,2.68,3.68,0
92,-60,67.75,0.1863,2.54,3.68,0
92,-56,68.62,0.1829,3.36,3.79,0
92,-52,64.69,0.1836,2.77,3.77,0
92,-48,66.19,0.1764,4.09,3.61,0
92,-44,68.77,0.1898,2.57,3.72,0
92,-40,64.67,0.1743,3.09,3.69,0
92,-36,66.36,0.1937,2.77,3.32,0
92,-32,65.09,0.1936,2.95,3.41,0
92,-28,68.59,0.1998,2.96,3.04,0
92,-24,64.94,0.1752,2.76,4.06,0
92,-20,65.66,0.1831,2.58,3.73,0
92,-16,65.55,0.1707,2.79,4.13,0
92,-12,69.51,0.1666,4.12,3.60,0
92,-8,63.39,0.1683,2.20,3.28,0
92,-4,69.76,0.1721,2.67,3.13,0
92,0,68.94,0.1845,2.91,3.36,0
92,4,64.67,0.1838,3.23,3.75,0
92,8,64.54,0.1790,2.66,3.39,0
92,12,65.65,0.1827,2.80,3.49,0
92,16,64.03,0.2037,3.50,3.72,0
92,20,67.39,0.1907,3.08,3.93,0
92,24,67.75,0.1831,3.79,3.38,0
92,28,68.01,0.1871,3.16,3.39,0
92,32,68.16,0.1847,2.93,3.75,0
92,36,68.15,0.1988,2.60,3.76,0
92,40,64.54,0.1845,3.13,3.51,0
92,44,65.84,0.1840,2.98,4.50,0
92,48,66.20,0.1937,3.16,3.83,0
92,52,66.21,0.1869,2.58,3.69,0
92,56,65.16,0.1818,2.64,2.99,0
92,60,67.99,0.1804,3.10,3.23,0
92,64,68.09,0.1767,3.85,3.21,0
92,68,64.42,0.1735,2.52,3.85,0
92,72,66.64,0.1932,4.11,3.37,0
92,76,64.89,0.1900,3.51,3.41,0
92,80,67.46,0.1795,3.23,3.30,0
92,84,66.68,0.1887,2.47,3.26,0
92,88,66.35,0.1911,3.02,3.62,0
92,92,64.71,0.1953,3.35,4.37,0
